appearedTimeOfDay,appearedHour,terrainType,closeToWater,continent,weather,temperature,windSpeed,pressure,population_density,urban,suburban,midurban,rural,gymDistanceKm,gymIn100m,gymIn250m,gymIn500m,gymIn1000m,gymIn2500m,gymIn5000m,pokestopDistanceKm,pokestopIn100m,pokestopIn250m,pokestopIn500m,pokestopIn1000m,pokestopIn2500m,pokestopIn5000m
night,2,13,FALSE,Europe,PartlyCloudy,20,2.5,1019.4,4669.7256,TRUE,TRUE,TRUE,FALSE,0.312918,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.021664,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,10,13,TRUE,Europe,MostlyCloudy,26.1,3.93,1018.17,0,FALSE,FALSE,FALSE,TRUE,0.363353,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.057877,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,8,13,FALSE,Europe,PartlyCloudy,16.3,11.28,1025.83,2261.157,TRUE,TRUE,TRUE,FALSE,0.532965,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.1562,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,11,0,TRUE,Australia,Clear,12.7,13.25,1014.19,128.89505,FALSE,FALSE,FALSE,TRUE,0.190119,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.00392,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,1,10,FALSE,America,PartlyCloudy,30.3,8.99,1013.16,458.58234,FALSE,TRUE,TRUE,FALSE,0.421981,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.065346,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,5,13,TRUE,America,Clear,27.2,1.84,1014.66,1955.8636,TRUE,TRUE,TRUE,FALSE,0.135916,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.021236,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,8,13,FALSE,America,Clear,21.6,6.71,1017.9,2810.7285,TRUE,TRUE,TRUE,FALSE,0.257378,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.010956,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,9,12,TRUE,Asia,Clear,29.7,9,1002.53,4039.2358,TRUE,TRUE,TRUE,FALSE,0.032099,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.183194,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,13,12,TRUE,Europe,Clear,18.7,15.53,1010.7,761.8856,FALSE,TRUE,TRUE,FALSE,0.392672,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.083597,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,5,13,FALSE,America,Clear,36.2,2.94,1004.56,1411.2576,TRUE,TRUE,TRUE,FALSE,0.606329,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.16105,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,6,13,FALSE,Asia,Clear,32.8,2.96,1011.04,411.31375,FALSE,TRUE,TRUE,FALSE,0.486327,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.486327,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
morning,9,14,FALSE,America,Foggy,24.2,1.26,1013.4,2431.2341,TRUE,TRUE,TRUE,FALSE,0.152602,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.159416,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,4,10,FALSE,America,Clear,24.3,2.98,1014.04,222.05302,FALSE,FALSE,TRUE,FALSE,0.191089,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.1168,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,12,0,TRUE,Europe,Clear,15.4,9.17,1010.02,0,FALSE,FALSE,FALSE,TRUE,30.87328,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30.87328,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
night,2,8,FALSE,Australia,Overcast,10.1,11.52,1009.26,192.07222,FALSE,FALSE,FALSE,TRUE,0.939031,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.390536,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,3,13,TRUE,America,Clear,19.1,14.35,1009.95,4188.391,TRUE,TRUE,TRUE,FALSE,0.119534,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.010667,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,5,13,TRUE,America,Clear,24.2,8.06,1020.98,511.28308,FALSE,TRUE,TRUE,FALSE,0.557755,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.10066,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,2,13,FALSE,America,Clear,29.3,8.84,1015.11,426.5022,FALSE,TRUE,TRUE,FALSE,0.424284,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.424284,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
evening,17,12,TRUE,Europe,Clear,18.1,14.85,1012.13,761.8856,FALSE,TRUE,TRUE,FALSE,0.121699,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.036766,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,23,12,TRUE,Europe,Clear,13.8,6.48,1015.78,761.8856,FALSE,TRUE,TRUE,FALSE,0.588449,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.588449,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
night,22,0,TRUE,America,LightRain,27.2,3.61,1016.36,0,FALSE,FALSE,FALSE,TRUE,3.507363,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.507363,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
night,0,13,FALSE,Europe,Clear,13.8,2.03,1014.87,3493.8728,TRUE,TRUE,TRUE,FALSE,0.199156,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.037022,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,6,14,TRUE,Asia,Clear,31.4,8.53,1010,0,FALSE,FALSE,FALSE,TRUE,0.271782,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.016908,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,12,7,FALSE,Asia,MostlyCloudy,26.4,2.91,1008.53,635.5498,FALSE,TRUE,TRUE,FALSE,0.696819,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.498353,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,2,13,TRUE,America,Clear,23.3,10,1023.56,7758.25,TRUE,TRUE,TRUE,FALSE,0.203173,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.026749,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,14,7,FALSE,America,Clear,24.8,5.15,1007.9,635.5498,FALSE,TRUE,TRUE,FALSE,0.800116,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.540814,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
night,0,13,TRUE,Europe,Breezy,17.8,20.67,1012.08,1886.2122,TRUE,TRUE,TRUE,FALSE,0.087998,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.149518,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,23,14,FALSE,America,PartlyCloudy,32.6,10.67,1015,2431.2341,TRUE,TRUE,TRUE,FALSE,0.586313,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.300624,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
afternoon,15,12,FALSE,Europe,MostlyCloudy,23.6,6.83,1012.72,683.3539,FALSE,TRUE,TRUE,FALSE,0.065178,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.106934,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,4,7,FALSE,America,Clear,33.5,8.46,1002.23,635.5498,FALSE,TRUE,TRUE,FALSE,0.800116,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.540814,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
morning,8,0,TRUE,America,PartlyCloudy,25.5,2.36,1019.77,0,FALSE,FALSE,FALSE,TRUE,3.526584,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.526584,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
night,1,13,FALSE,America,Clear,26.8,8.66,1012.42,849.44226,TRUE,TRUE,TRUE,FALSE,1.176725,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1.28465,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
night,23,8,TRUE,Europe,Clear,22.8,0.75,1015.74,0,FALSE,FALSE,FALSE,TRUE,0.26134,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.07307,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,1,14,FALSE,America,Clear,29.5,5.9,1016.92,2431.2341,TRUE,TRUE,TRUE,FALSE,1.177852,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.030779,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,23,12,FALSE,America,Clear,31.3,4.09,1013.85,103.692665,FALSE,FALSE,FALSE,TRUE,0.865166,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.551619,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
afternoon,15,13,FALSE,Asia,Clear,27.1,3,1007.22,10000,TRUE,TRUE,TRUE,FALSE,0.351154,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.037304,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,5,13,TRUE,America,PartlyCloudy,26.6,5.25,1020.27,1955.8636,TRUE,TRUE,TRUE,FALSE,0.169892,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.174008,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,8,14,FALSE,America,PartlyCloudy,19.1,10.46,1014.59,30.221426,FALSE,FALSE,FALSE,TRUE,0.164162,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.045132,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,14,13,FALSE,Europe,Overcast,23.6,6.93,1023.67,8341.802,TRUE,TRUE,TRUE,FALSE,0.199305,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.074363,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,0,12,FALSE,Europe,MostlyCloudy,18.3,8.45,1019.43,256.71356,FALSE,FALSE,TRUE,FALSE,0.308676,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.140027,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,10,13,TRUE,Asia,MostlyCloudy,28.9,1.58,1006.83,458.58234,FALSE,TRUE,TRUE,FALSE,0.407226,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.064259,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,4,13,TRUE,Asia,Clear,32.2,7.32,1010.88,206.51929,FALSE,FALSE,TRUE,FALSE,0.620748,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.669222,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
afternoon,13,13,TRUE,Europe,PartlyCloudy,26.2,5.89,1018.47,0,FALSE,FALSE,FALSE,TRUE,0.12613,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.038377,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,13,12,TRUE,Europe,Clear,18.7,15.53,1010.7,761.8856,FALSE,TRUE,TRUE,FALSE,0.481509,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.670315,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
night,4,0,TRUE,America,Clear,19.4,2.73,1022.81,708.5878,FALSE,TRUE,TRUE,FALSE,1.178728,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.243351,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,13,12,FALSE,Europe,Drizzle,15.7,11.23,1014.57,880.8093,TRUE,TRUE,TRUE,FALSE,0.051633,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.040366,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,21,13,TRUE,Africa,Clear,29.5,16.57,1017.15,0,FALSE,FALSE,FALSE,TRUE,0.706517,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.203292,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,7,14,FALSE,America,MostlyCloudy,25.5,5.17,1014.64,256.71356,FALSE,FALSE,TRUE,FALSE,199.580393,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.284304,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
morning,9,5,FALSE,Europe,PartlyCloudy,22.4,5.79,1015.62,426.5022,FALSE,TRUE,TRUE,FALSE,2.445915,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.142432,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,5,13,FALSE,America,Clear,27.2,14.91,1014.23,1955.8636,TRUE,TRUE,TRUE,FALSE,0.615467,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.108784,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,16,14,TRUE,Asia,MostlyCloudy,28.9,3.15,1011.92,0,FALSE,FALSE,FALSE,TRUE,1.431115,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.083625,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,0,13,TRUE,America,Clear,29.2,14.71,1012.36,1573.4408,TRUE,TRUE,TRUE,FALSE,0.227544,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.031144,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,23,13,FALSE,America,Clear,28.3,14.56,1015.95,7758.25,TRUE,TRUE,TRUE,FALSE,0.115092,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.003519,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,5,12,TRUE,Europe,Drizzle,17.2,15.75,1013.4,0,FALSE,FALSE,FALSE,TRUE,0.84899,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.056904,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,1,13,TRUE,America,Clear,18.8,14.43,1009.16,4188.391,TRUE,TRUE,TRUE,FALSE,0.240141,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.192632,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,14,5,FALSE,Europe,MostlyCloudy,25.6,4.97,1016.66,89.69245,FALSE,FALSE,FALSE,TRUE,0.411426,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.287987,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,5,5,TRUE,Europe,Clear,9.3,0.36,1026.38,411.31375,FALSE,TRUE,TRUE,FALSE,0.297344,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.382263,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
afternoon,14,8,TRUE,Europe,Clear,33,9.37,1017,0,FALSE,FALSE,FALSE,TRUE,3.963186,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.18328,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
night,5,13,TRUE,Asia,Clear,32.4,6.92,1010.66,0,FALSE,FALSE,FALSE,TRUE,0.562918,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.357922,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,21,13,FALSE,Europe,Clear,13.9,5.48,1019.94,2102.9775,TRUE,TRUE,TRUE,FALSE,0.345907,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.198423,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,2,13,FALSE,America,Clear,31.1,5.63,1015.29,2261.157,TRUE,TRUE,TRUE,FALSE,0.118527,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.116639,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,10,5,FALSE,Europe,PartlyCloudy,26.7,2,1018.41,1094.8889,TRUE,TRUE,TRUE,FALSE,0.217984,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.121093,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,15,0,TRUE,America,Clear,20.7,15.16,1023.29,0,FALSE,FALSE,FALSE,TRUE,0.249437,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.027595,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,13,13,FALSE,Europe,MostlyCloudy,20.9,6.08,1019.57,8341.802,TRUE,TRUE,TRUE,FALSE,0.305823,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.026772,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,18,13,FALSE,America,Clear,27.8,7.67,1021.71,2102.9775,TRUE,TRUE,TRUE,FALSE,0.355666,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.030868,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,22,7,FALSE,America,Clear,23.1,12.6,1010.06,1411.2576,TRUE,TRUE,TRUE,FALSE,0.96769,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.240226,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,1,13,FALSE,America,Clear,23.5,1.27,1021.9,570.0402,FALSE,TRUE,TRUE,FALSE,1.059233,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.985713,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
night,4,13,TRUE,America,PartlyCloudy,26.6,5.25,1020.27,1955.8636,TRUE,TRUE,TRUE,FALSE,0.076956,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.009617,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,7,14,TRUE,Asia,MostlyCloudy,31.5,8.48,1010.01,0,FALSE,FALSE,FALSE,TRUE,0.035746,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.098775,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,5,7,FALSE,America,PartlyCloudy,31.1,3.5,1007.13,635.5498,FALSE,TRUE,TRUE,FALSE,0.747018,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.527981,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
evening,19,13,TRUE,Asia,MostlyCloudy,26.4,1.86,1011.87,7758.25,TRUE,TRUE,TRUE,FALSE,0.335407,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.249003,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,10,13,FALSE,Asia,MostlyCloudy,32.8,6.52,1006.67,6019.0444,TRUE,TRUE,TRUE,FALSE,0.471756,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.148699,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,16,13,TRUE,Europe,Overcast,23,5.65,1017.66,5804.697,TRUE,TRUE,TRUE,FALSE,0.258245,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.074418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,3,7,FALSE,America,Clear,30.3,4.13,1008.95,591.0899,FALSE,TRUE,TRUE,FALSE,1.236218,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.454565,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
afternoon,15,13,FALSE,Europe,MostlyCloudy,26.7,5.22,1012.57,1018.29596,TRUE,TRUE,TRUE,FALSE,0.257502,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.110704,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,2,0,TRUE,America,Clear,24.9,2.04,1020.91,0,FALSE,FALSE,FALSE,TRUE,0.981345,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.407748,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
morning,7,13,TRUE,America,Clear,20.4,10.44,1022.44,5020.9673,TRUE,TRUE,TRUE,FALSE,0.044444,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.127586,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,10,12,TRUE,Europe,Clear,17.5,16.25,1008.3,761.8856,FALSE,TRUE,TRUE,FALSE,0.352297,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.050545,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,1,13,FALSE,America,Clear,26.7,9.19,1008.27,4343.0547,TRUE,TRUE,TRUE,FALSE,0.384711,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.043356,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,0,13,FALSE,America,Clear,23.3,8.68,1007.75,3369.4502,TRUE,TRUE,TRUE,FALSE,0.167272,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.266947,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
afternoon,15,13,FALSE,America,PartlyCloudy,23.6,12.49,1017.92,2810.7285,TRUE,TRUE,TRUE,FALSE,0.44685,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.031409,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,13,13,FALSE,Europe,Clear,30.8,11.41,1017.04,1691.79,TRUE,TRUE,TRUE,FALSE,0.3051,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.172598,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,6,0,TRUE,America,Clear,17.5,5.68,1010.4,530.163,FALSE,TRUE,TRUE,FALSE,0.196287,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.098623,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,1,12,TRUE,Europe,Clear,17.4,13.03,1005.28,761.8856,FALSE,TRUE,TRUE,FALSE,0.656126,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.656126,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
afternoon,14,13,FALSE,Europe,MostlyCloudy,26.3,3.03,1017.03,1055.8982,TRUE,TRUE,TRUE,FALSE,0.178242,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.033681,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,12,0,TRUE,Pacific,Clear,20,1,1019.2,0,FALSE,FALSE,FALSE,TRUE,0.208823,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.116125,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,6,13,TRUE,Asia,Clear,32.4,6.92,1010.66,0,FALSE,FALSE,FALSE,TRUE,0.2759,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.048876,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,19,13,FALSE,America,PartlyCloudy,23.8,7.07,1022.74,1312.533,TRUE,TRUE,TRUE,FALSE,0.077965,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.020686,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,19,8,FALSE,America,PartlyCloudy,27.5,5.18,1022.64,426.5022,FALSE,TRUE,TRUE,FALSE,0.083208,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.324332,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
morning,10,0,TRUE,Europe,Clear,16.4,18.04,1009.9,0,FALSE,FALSE,FALSE,TRUE,0.159366,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.224226,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,3,7,FALSE,America,Clear,23.1,14.35,1007.07,591.0899,FALSE,TRUE,TRUE,FALSE,1.086222,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.387895,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,20,13,TRUE,Europe,Clear,19.1,8.03,1012.64,1886.2122,TRUE,TRUE,TRUE,FALSE,0.322587,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.162843,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,11,12,FALSE,Europe,Clear,17,9.7,1018.93,160.22284,FALSE,FALSE,FALSE,TRUE,0.158229,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.248034,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,14,14,FALSE,Europe,PartlyCloudy,17.5,10.23,1024.52,62.41308,FALSE,FALSE,FALSE,TRUE,0.213741,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.208468,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,19,13,FALSE,America,Clear,37.5,5.88,1005.71,2710.6338,TRUE,TRUE,TRUE,FALSE,0.471981,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.027195,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,4,14,FALSE,America,Clear,18.4,3.62,1021.62,40.392357,FALSE,FALSE,FALSE,TRUE,2.775403,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.335505,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
evening,17,7,FALSE,America,Clear,27.8,11.13,1003.57,111.492096,FALSE,FALSE,FALSE,TRUE,0.103213,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.191248,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,20,14,FALSE,Europe,Clear,27,2.74,1016.82,319.10748,FALSE,FALSE,TRUE,FALSE,0.050306,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.127753,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,3,0,TRUE,America,Clear,29.8,14.32,1017.15,0,FALSE,FALSE,FALSE,TRUE,0.069442,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.069442,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,11,12,TRUE,Europe,PartlyCloudy,18.2,12.94,1013.26,214.14536,FALSE,FALSE,TRUE,FALSE,0.357476,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.103143,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,20,13,FALSE,Europe,LightRain,16.2,7.9,1011.2,442.25146,FALSE,TRUE,TRUE,FALSE,0.303226,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.036762,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,14,13,FALSE,America,BreezyandOvercast,23.3,18.65,1014.61,7758.25,TRUE,TRUE,TRUE,FALSE,0.151936,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.057918,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,21,13,FALSE,America,PartlyCloudy,26.6,14.44,1018.33,2810.7285,TRUE,TRUE,TRUE,FALSE,0.063872,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.038436,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,4,14,FALSE,America,Clear,26.7,3,1013.3,2431.2341,TRUE,TRUE,TRUE,FALSE,0.161392,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.159985,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,1,0,TRUE,America,MostlyCloudy,27.2,2.66,1019.81,0,FALSE,FALSE,FALSE,TRUE,0.290322,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.166556,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,15,13,FALSE,America,Clear,25.2,6.69,1024.09,2810.7285,TRUE,TRUE,TRUE,FALSE,0.452777,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.044884,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,5,0,TRUE,America,Clear,26.1,3.49,1020.14,0,FALSE,FALSE,FALSE,TRUE,0.241509,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.040435,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
